62.133.60.237;10010;16.00000000325963;255;255;0
62.133.60.237;10290;14.999999955762178;255;255;0
62.133.60.237;10094;14.999999955762178;255;255;0
62.133.60.237;10052;14.999999955762178;255;255;0
62.133.60.237;10024;14.999999955762178;38;42;0
62.133.60.237;10080;30.999999959021807;255;255;0
62.133.60.237;10038;14.999999955762178;255;255;0
62.133.60.237;10164;32.00000000651926;255;255;0
62.133.60.237;10066;30.999999959021807;38;42;0
62.133.60.237;10122;16.00000000325963;255;255;0
62.133.60.237;10108;30.999999959021807;38;42;0
62.133.60.237;10136;16.00000000325963;255;255;0
62.133.60.237;10150;16.00000000325963;38;42;0
62.133.60.237;10178;31.000000017229468;255;255;0
62.133.60.237;10234;31.000000017229468;38;42;0
62.133.60.237;10220;16.00000000325963;255;255;0
62.133.60.237;10276;16.00000000325963;38;42;0
62.133.60.237;10304;32.00000000651926;255;255;0
62.133.60.237;10248;16.00000000325963;255;255;0
62.133.60.237;10332;32.00000000651926;255;255;0
62.133.60.237;10262;16.00000000325963;255;255;0
62.133.60.237;10360;16.00000000325963;38;42;0
62.133.60.237;10374;16.00000000325963;255;255;0
62.133.60.237;10346;32.00000000651926;255;255;0
62.133.60.237;10318;32.00000000651926;38;42;0
62.133.60.237;10388;31.000000017229468;255;255;0
62.133.60.237;10402;31.000000017229468;38;42;0
62.133.60.237;10416;15.000000013969839;255;255;0
62.133.60.237;10458;15.000000013969839;255;255;0
62.133.60.237;10444;16.00000000325963;38;42;0
62.133.60.237;10430;16.00000000325963;255;255;0
62.133.60.237;10486;16.00000000325963;38;42;0
62.133.60.237;10472;16.00000000325963;255;255;0
62.133.60.237;10528;30.999999959021807;38;42;0
62.133.60.237;10514;14.999999955762178;255;255;0
62.133.60.237;10500;14.999999955762178;255;255;0
62.133.60.237;10556;16.00000000325963;255;255;0
62.133.60.237;10542;16.00000000325963;255;255;0
62.133.60.237;10598;16.00000000325963;255;255;0
62.133.60.237;10570;16.00000000325963;38;42;0
62.133.60.237;10584;16.00000000325963;255;255;0
62.133.60.237;10612;16.00000000325963;38;42;0
62.133.60.237;10626;31.000000017229468;255;255;0
62.133.60.237;10710;16.00000000325963;255;255;0
62.133.60.237;10682;31.000000017229468;255;255;0
62.133.60.237;10696;47.0000000204891;38;42;0
62.133.60.237;10668;47.0000000204891;255;255;0
62.133.60.237;10752;16.00000000325963;255;255;0
62.133.60.237;10640;31.000000017229468;255;255;0
62.133.60.237;10654;31.000000017229468;38;42;0
62.133.60.237;10724;16.00000000325963;255;255;0
62.133.60.237;10738;16.00000000325963;38;42;0
62.133.60.237;10836;46.999999962281436;255;255;0
62.133.60.237;10794;0.0;255;255;0
62.133.60.237;10822;30.999999959021807;38;42;0
62.133.60.237;10766;30.999999959021807;255;255;0
62.133.60.237;10934;32.00000000651926;255;255;0
62.133.60.237;10780;31.000000017229468;38;42;0
62.133.60.237;10808;47.0000000204891;255;255;0
87.236.146.117;10024;31.000000017229468;38;42;0
62.133.60.237;10948;77.9999999795109;38;42;0
62.133.60.237;10990;47.0000000204891;38;42;0
62.133.60.237;10920;62.999999965541065;255;255;0
62.133.60.237;10906;15.000000013969839;38;42;0
62.133.60.237;10864;31.000000017229468;38;42;0
62.133.60.237;10878;77.9999999795109;255;255;0
62.133.60.237;10962;77.9999999795109;255;255;0
62.133.60.237;10850;47.0000000204891;255;255;0
87.236.146.117;10052;47.0000000204891;255;255;0
87.236.146.117;10108;30.999999959021807;38;42;0
87.236.146.117;10038;47.0000000204891;255;255;0
87.236.146.117;10122;16.00000000325963;255;255;0
87.236.146.117;10010;47.0000000204891;255;255;0
87.236.146.117;10150;30.999999959021807;38;42;0
62.133.60.237;10976;14.999999955762178;255;255;0
87.236.146.117;10178;14.999999955762178;255;255;0
87.236.146.117;10276;30.999999959021807;38;42;0
87.236.146.117;10066;30.999999959021807;38;42;0
87.236.146.117;10262;14.999999955762178;255;255;0
87.236.146.117;10094;30.999999959021807;255;255;0
87.236.146.117;10248;16.00000000325963;255;255;0
87.236.146.117;10234;16.00000000325963;38;42;0
87.236.146.117;10136;16.00000000325963;255;255;0
87.236.146.117;10164;16.00000000325963;255;255;0
87.236.146.117;10220;32.00000000651926;255;255;0
62.133.60.237;10892;93.99999998277053;255;255;0
87.236.146.117;10318;31.000000017229468;38;42;0
87.236.146.117;10332;31.000000017229468;255;255;0
87.236.146.117;10080;31.000000017229468;255;255;0
87.236.146.117;10360;31.000000017229468;38;42;0
87.236.146.117;10304;63.000000023748726;255;255;0
87.236.146.117;10346;15.000000013969839;255;255;0
87.236.146.117;10374;16.00000000325963;255;255;0
87.236.146.117;10444;16.00000000325963;38;42;0
87.236.146.117;10402;32.00000000651926;38;42;0
87.236.146.117;10416;32.00000000651926;255;255;0
87.236.146.117;10528;32.00000000651926;38;42;0
87.236.146.117;10458;32.00000000651926;255;255;0
87.236.146.117;10486;32.00000000651926;38;42;0
87.236.146.117;10430;32.00000000651926;255;255;0
87.236.146.117;10542;32.00000000651926;255;255;0
87.236.146.117;10388;32.00000000651926;255;255;0
87.236.146.117;10584;32.00000000651926;255;255;0
87.236.146.117;10500;16.00000000325963;255;255;0
87.236.146.117;10290;16.00000000325963;255;255;0
87.236.146.117;10472;16.00000000325963;255;255;0
87.236.146.117;10514;31.000000017229468;255;255;0
87.236.146.117;10556;15.000000013969839;255;255;0
87.236.146.117;10570;31.000000017229468;38;42;0
87.236.146.117;10598;31.000000017229468;255;255;0
87.236.146.117;10612;31.000000017229468;38;42;0
87.236.146.117;10696;31.000000017229468;38;42;0
87.236.146.117;10738;16.00000000325963;38;42;0
87.236.146.117;10668;31.000000017229468;255;255;0
87.236.146.117;10626;31.000000017229468;255;255;0
87.236.146.117;10794;16.00000000325963;255;255;0
