62.133.60.237;10024;31.000000017229468;38;42;0
62.133.60.237;10990;31.000000017229468;38;42;0
62.133.60.237;10010;31.000000017229468;255;255;0
62.133.60.237;10038;31.000000017229468;255;255;0
62.133.60.237;10080;31.000000017229468;255;255;0
62.133.60.237;10052;15.000000013969839;255;255;0
62.133.60.237;10136;31.000000017229468;255;255;0
62.133.60.237;10234;16.00000000325963;38;42;0
62.133.60.237;10290;31.000000017229468;255;255;0
62.133.60.237;10164;15.000000013969839;255;255;0
62.133.60.237;10178;31.000000017229468;255;255;0
62.133.60.237;10150;31.000000017229468;38;42;0
62.133.60.237;10108;15.000000013969839;38;42;0
62.133.60.237;10276;16.00000000325963;38;42;0
62.133.60.237;10122;31.000000017229468;255;255;0
62.133.60.237;10066;31.000000017229468;38;42;0
62.133.60.237;10094;47.0000000204891;255;255;0
62.133.60.237;10220;31.000000017229468;255;255;0
62.133.60.237;10248;32.00000000651926;255;255;0
62.133.60.237;10304;16.00000000325963;255;255;0
62.133.60.237;10332;16.00000000325963;255;255;0
62.133.60.237;10262;32.00000000651926;255;255;0
62.133.60.237;10318;16.00000000325963;38;42;0
62.133.60.237;10346;15.000000013969839;255;255;0
62.133.60.237;10374;31.000000017229468;255;255;0
62.133.60.237;10360;16.00000000325963;38;42;0
62.133.60.237;10388;16.00000000325963;255;255;0
62.133.60.237;10402;16.00000000325963;38;42;0
62.133.60.237;10416;14.999999955762178;255;255;0
62.133.60.237;10458;16.00000000325963;255;255;0
62.133.60.237;10430;0.0;255;255;0
62.133.60.237;10444;15.000000013969839;38;42;0
62.133.60.237;10486;15.000000013969839;38;42;0
0
62.133.60.237;10570;16.00000000325963;38;42;0
62.133.60.237;10528;31.000000017229468;38;42;0
62.133.60.237;10668;30.999999959021807;255;255;0
62.133.60.237;10500;46.999999962281436;255;255;0
62.133.60.237;10514;46.999999962281436;255;255;0
62.133.60.237;10584;30.999999959021807;255;255;0
62.133.60.237;10556;30.999999959021807;255;255;0
62.133.60.237;10696;30.999999959021807;38;42;0
62.133.60.237;10598;32.00000000651926;255;255;0
62.133.60.237;10626;16.00000000325963;255;255;0
62.133.60.237;10766;16.00000000325963;255;255;0
62.133.60.237;10794;16.00000000325963;255;255;0
62.133.60.237;10738;47.0000000204891;38;42;0
62.133.60.237;10724;47.0000000204891;255;255;0
62.133.60.237;10640;47.0000000204891;255;255;0
62.133.60.237;10654;63.000000023748726;38;42;0
62.133.60.237;10542;32.00000000651926;255;255;0
62.133.60.237;10808;47.0000000204891;255;255;0
62.133.60.237;10710;47.0000000204891;255;255;0
62.133.60.237;10864;47.0000000204891;38;42;0
62.133.60.237;10682;63.000000023748726;255;255;0
62.133.60.237;10780;62.000000034458935;38;42;0
62.133.60.237;10822;15.000000013969839;38;42;0
62.133.60.237;10878;15.000000013969839;255;255;0
62.133.60.237;10752;15.000000013969839;255;255;0
62.133.60.237;10836;15.000000013969839;255;255;0
62.133.60.237;10850;16.00000000325963;255;255;0
62.133.60.237;10906;15.000000013969839;38;42;0
62.133.60.237;10612;79.00000002700835;38;42;0
62.133.60.237;10920;15.000000013969839;255;255;0
62.133.60.237;10934;16.00000000325963;255;255;0
62.133.60.237;10948;16.00000000325963;38;42;0
62.133.60.237;10962;16.00000000325963;255;255;0
62.133.60.237;10976;16.00000000325963;255;255;0
62.133.60.237;10892;61.999999976251274;255;255;0
87.236.146.117;10052;14.999999955762178;255;255;0
87.236.146.117;10024;14.999999955762178;38;42;0
87.236.146.117;10010;14.999999955762178;255;255;0
87.236.146.117;10080;14.999999955762178;255;255;0
87.236.146.117;10038;14.999999955762178;255;255;0
87.236.146.117;10108;14.999999955762178;38;42;0
87.236.146.117;10094;14.999999955762178;255;255;0
87.236.146.117;10122;30.999999959021807;255;255;0
87.236.146.117;10178;30.999999959021807;255;255;0
87.236.146.117;10066;30.999999959021807;38;42;0
87.236.146.117;10234;30.999999959021807;38;42;0
87.236.146.117;10220;30.999999959021807;255;255;0
87.236.146.117;10290;30.999999959021807;255;255;0
87.236.146.117;10276;30.999999959021807;38;42;0
87.236.146.117;10262;30.999999959021807;255;255;0
87.236.146.117;10318;16.00000000325963;38;42;0
87.236.146.117;10248;16.00000000325963;255;255;0
87.236.146.117;10304;16.00000000325963;255;255;0
87.236.146.117;10164;16.00000000325963;255;255;0
87.236.146.117;10360;16.00000000325963;38;42;0
87.236.146.117;10346;16.00000000325963;255;255;0
87.236.146.117;10374;16.00000000325963;255;255;0
87.236.146.117;10388;16.00000000325963;255;255;0
87.236.146.117;10402;16.00000000325963;38;42;0
87.236.146.117;10472;16.00000000325963;255;255;0
87.236.146.117;10430;16.00000000325963;255;255;0
87.236.146.117;10332;16.00000000325963;255;255;0
87.236.146.117;10444;16.00000000325963;38;42;0
87.236.146.117;10584;32.00000000651926;255;255;0
87.236.146.117;10514;32.00000000651926;255;255;0
87.236.146.117;10528;32.00000000651926;38;42;0
87.236.146.117;10556;32.00000000651926;255;255;0
87.236.146.117;10500;32.00000000651926;255;255;0
87.236.146.117;10486;32.00000000651926;38;42;0
87.236.146.117;10570;32.00000000651926;38;42;0
87.236.146.117;10542;32.00000000651926;255;255;0
87.236.146.117;10416;32.00000000651926;255;255;0
87.236.146.117;10626;32.00000000651926;255;255;0
87.236.146.117;10640;32.00000000651926;255;255;0
