193.42.112.106;10724
88.151.192.110;11648
88.151.192.110;13849
88.151.192.110;11914
88.151.192.110;13037
88.151.192.110;12827
88.151.192.110;11158
88.151.192.110;14199
88.151.192.110;11116
88.151.192.110;12138
88.151.192.110;10626
88.151.192.110;13219
88.151.192.110;10612
88.151.192.110;12600
88.151.192.110;12712
88.151.192.110;12572
88.151.192.110;14031
88.151.192.110;12869
88.151.192.110;14157
88.151.192.110;12320
88.151.192.110;13107
88.151.192.110;11466
88.151.192.110;13891
88.151.192.110;11718
88.151.192.110;11508
88.151.192.110;12785
88.151.192.110;12152
88.151.192.110;11424
88.151.192.110;12432
88.151.192.110;10122
88.151.192.110;11284
88.151.192.110;11662
88.151.192.110;13373
88.151.192.110;10010
88.151.192.110;12194
88.151.192.110;10976
88.151.192.110;11032
88.151.192.110;10990
88.151.192.110;11676
88.151.192.110;11368
88.151.192.110;13905
88.151.192.110;13387
88.151.192.110;12446
88.151.192.110;11242
88.151.192.110;13275
88.151.192.110;12306
88.151.192.110;12040
88.151.192.110;12813
88.151.192.110;12799
88.151.192.110;11970
91.219.150.156;13163
89.111.140.62;11242
188.127.224.78;12981
185.248.100.98;10444
62.173.149.184;10556
89.111.141.144;10472
89.111.140.62;14115
188.127.224.78;14633
89.111.141.144;11606
89.111.140.62;13079
188.127.224.78;10640
91.219.150.156;11998
89.111.141.144;13177
185.158.114.143;10318
89.111.141.144;11788
91.219.150.156;11858
89.111.140.62;14717
89.111.140.62;11144
89.111.140.62;13247
89.111.140.62;11130
188.127.224.78;12953
188.127.224.78;14493
185.248.100.98;11354
89.111.140.62;14325
185.158.114.143;10416
188.127.224.78;14423
185.158.114.143;10612
89.111.140.62;11592
5.252.193.7;10570
89.111.140.62;12670
89.111.141.144;10612
91.219.150.156;11634
91.219.150.156;13401
89.111.141.144;13863
89.111.141.144;12883
89.111.140.62;12827
89.111.140.62;14255
185.248.100.98;10738
188.127.224.78;13499
91.219.150.156;13359
89.111.141.144;10682
62.173.149.184;10752
91.219.150.156;13261
5.252.193.7;11172
188.127.224.78;14857
185.248.100.98;11116
89.111.141.144;10556
5.252.193.7;10948
188.127.224.78;10514
89.111.140.62;11074
62.173.149.184;10304
188.127.224.78;11046
89.111.141.144;14787
89.111.141.144;10430
188.127.224.78;13863
188.127.224.78;14395
91.219.150.156;12460
89.111.140.62;13765
91.219.150.156;10290
89.111.141.144;10724
188.127.224.78;14955
185.248.100.98;11396
89.111.140.62;11704
188.127.224.78;10780
89.111.140.62;13135
5.252.193.7;10402
91.219.150.156;11662
188.127.224.78;12726
188.127.224.78;11774
89.111.140.62;11172
89.111.141.144;14619
89.111.141.33;10822
89.111.140.62;13779
91.219.150.156;12096
185.158.114.143;10794
91.219.150.156;12841
91.219.150.156;12925
89.111.141.144;12054
89.111.140.62;14829
89.111.140.62;14619
188.127.224.78;14059
185.158.114.143;11368
89.111.140.62;14899
188.127.224.78;14353
89.111.140.62;13345

91.219.150.156;14913
188.127.224.78;14367
89.111.141.144;14647
188.127.224.78;10276
62.173.149.184;10388
188.127.224.78;13289
185.158.114.143;10640
185.158.114.143;11536
91.219.150.156;10668
5.252.193.7;11480
185.248.100.98;10220
89.111.140.62;13583
188.127.224.78;12292
89.111.141.144;12180
5.252.193.7;10248
185.158.114.143;10682
89.111.141.144;10500
89.111.140.62;13373
89.111.140.62;12883
89.111.141.144;14801
91.219.150.156;11256
89.111.141.144;12208
89.111.140.62;14185
89.111.141.144;13051
91.219.150.156;10234
185.158.114.143;11144
91.219.150.156;11046
89.111.140.62;11256
188.127.224.78;11242
62.173.149.184;10570
89.111.140.62;12138
89.111.140.62;10528
185.158.114.143;11480
91.219.150.156;14381
188.127.224.78;13667
188.127.224.78;13261
89.111.140.62;12656
188.127.224.78;14255
89.111.141.144;13387
91.219.150.156;11298
91.219.150.156;10794
89.111.140.62;10752
89.111.140.62;12460
89.111.141.33;10682
89.111.141.144;12096
89.111.140.62;11102
5.252.193.7;10500
91.219.150.156;10472
91.219.150.156;13233
89.111.141.144;11480
62.173.149.184;10514
89.111.140.62;12698
188.127.224.78;12813
188.127.224.78;12166
91.219.150.156;12488
89.111.141.33;10080
185.158.114.143;10150
62.173.149.184;10682
89.111.141.144;12953
146.185.218.172;10234
89.111.141.144;14409
89.111.140.62;11018
185.158.114.143;11200
188.127.224.78;14689
89.111.141.144;13975
188.127.224.78;12558
91.219.150.156;10990
89.111.141.144;11382
89.111.141.33;10052
91.219.150.156;12656
5.252.193.7;10290
188.127.224.78;12236
188.127.224.78;12771
91.219.150.156;13989
5.252.193.7;10640
89.111.141.144;11046
5.252.193.7;10850
188.127.224.78;13989
188.127.224.78;13723
62.173.149.184;10528
188.127.224.78;11480
91.219.150.156;10836
91.219.150.156;10122
188.127.224.78;12054
188.127.224.78;14647
89.111.140.62;12684
188.127.224.78;12208
188.127.224.78;11830
188.127.224.78;10976
188.127.224.78;13065
89.111.140.62;13485
188.127.224.78;14269
89.111.140.62;10794
188.127.224.78;11704
